id_siniestro;id_poliza;id_asegurado;id_vehiculo;ramo;cobertura;fecha_ocurrencia;fecha_reporte;monto_reclamado_usd;monto_estimado_usd;monto_pagado_usd;estado;sucursal;ciudad_evento;descripcion;documentos_completos;id_beneficiario;tipo_beneficiario;dias_desde_inicio_poliza;dias_desde_fin_poliza;dias_entre_ocurrencia_reporte;historial_siniestros_asegurado;tuvo_parte_policial;tuvo_testigo;fault_responsable;etiqueta_fraude_simulada;ramo_pol;fecha_inicio;fecha_fin;prima_usd;suma_asegurada_usd;deducible_usd;canal_venta;ciudad;estado_poliza;tipo_cobertura;segmento;antiguedad_anios;ciudad_ase;num_polizas;reclamos_ultimos_12_meses;mora_actual;score_cliente_simulado;placa;chasis;motor;marca;modelo;anio_vehiculo;categoria;valor_comercial_usd;id_proveedor;nombre;tipo;ciudad_prov;antiguedad_anios_prov;lista_restrictiva;reclamos_asociados;porcentaje_casos_observados;monto_promedio_reclamado_usd
SIN-107596;POL-307596;ASE-201167;VEH-0307596;Vehículos;Choque;1/2/2026;12/2/2026;3762;3319;2438;Pago Parcial;Loja;Loja;En la intersección de Av. Republica con el centro comercial Quicentro otro conductor se pasó la señal de pare y colisionamos.;No;PRV-NEW0077;Taller;314;51;11;4;No;No;Asegurado;0;Vehículos;24/3/2025;24/3/2026;482;10829;270;Banca seguros;Loja;Vigente;Liability;Estándar;8;Loja;4;0;No;423;NEW-7596;XX4RWGM4UTGEGXD3L;M6CEHE93XK;Renault;Logan;2011;Utility;11578;PRV-NEW0077;Pinturas Auto Cordova;Taller;Loja;24;Sí;324;287;5308
SIN-107597;POL-307597;ASE-200089;VEH-0307597;Vehículos;Choque;28/3/2024;16/4/2024;20192;17627;4992;Pago Total;Otavalo;Otavalo;El vehículo asegurado fue impactado lateralmente por un motocicleta que perdió el control en la rotonda del Tránsito debido a oscuridad total. Ref. 529409.;Sí;PRV-NEW0009;Taller;324;41;19;2;No;No;Asegurado;1;Vehículos;9/5/2023;8/5/2024;1028;29490;737;Broker;Otavalo;Vigente;Comprehensive;Premium;10;Otavalo;3;0;No;323;NEW-7597;DBAHHXYEYPHVUJ0H9;YFGK9ASPB5;Hyundai;HB20;2020;Utility;32906;PRV-NEW0009;Auto Service Salazar;Taller;Ibarra;23;No;153;89;10100
SIN-107598;POL-307598;ASE-203441;VEH-0307598;Vehículos;Choque;12/10/2024;7/11/2024;5823;5770;0;Negativa;Santo Domingo;Santo Domingo;En la intersección de Av. Quito con la Universidad Central otro conductor se pasó la señal de pare y colisionamos. Ref. 626892.;Sí;PRV-NEW0011;Taller;12;353;26;1;No;Sí;Tercero;0;Vehículos;30/9/2024;30/9/2025;926;16809;420;Venta directa;Santo Domingo;Vigente;Collision;Estándar;5;Santo Domingo;1;3;No;747;NEW-7598;FMSYFKX5JEZRTLX03;ZX621GNNJD;Renault;Sandero;2010;Sedan;18471;PRV-NEW0011;Body Shop Gomez;Taller;Ibarra;3;No;364;328;14480
SIN-107599;POL-307599;ASE-204989;VEH-0307599;Vehículos;Responsabilidad Civil;11/9/2024;11/9/2024;20435;20580;9184;Pago Parcial;Otavalo;Otavalo;Mi vehículo colisionó con un peatón en el peaje norte. El afectado fue trasladado a clínica. Ref. 319713.;Sí;PRV-NEW0084;Taller;171;194;0;3;No;No;Compartido;0;Vehículos;24/3/2024;24/3/2025;5294;93551;2338;Broker;Otavalo;Vigente;Liability;Premium;9;Otavalo;1;3;No;417;NEW-7599;V6RJ5MB3CNL9UJTX0;MNMS1XEY7J;Kia;Carnival;2017;SUV;79296;PRV-NEW0084;Body Shop Mero;Taller;Otavalo;13;No;218;462;13138
SIN-107600;POL-307600;ASE-201645;VEH-0307600;Vehículos;Responsabilidad Civil;20/9/2025;11/10/2025;32190;28528;0;Reserva;Otavalo;Otavalo;Mi vehículo colisionó con un peatón en el peaje sur. El afectado fue trasladado a clínica.;Sí;PRV-NEW0088;Taller;154;211;21;0;No;No;Tercero;0;Vehículos;19/4/2025;19/4/2026;2887;57684;1442;Banca seguros;Otavalo;Vigente;Theft;Premium;3;Otavalo;4;3;No;533;NEW-7600;T1A7PDT97RSBMFA40;3GE0URAW1C;Chevrolet;Trailblazer;2012;Utility;70053;PRV-NEW0088;Taller Cabrera;Taller;Guayaquil;12;No;197;365;11379
SIN-107601;POL-307601;ASE-203701;VEH-0307601;Vehículos;Choque;22/10/2025;12/11/2025;11132;11058;0;Pago Total;Esmeraldas;Esmeraldas;Colisión múltiple en Av. Pichincha con participación de 3 vehículos, condiciones sol pleno.;Sí;PRV-NEW0094;Taller;281;84;21;3;No;No;Tercero;0;Vehículos;14/1/2025;14/1/2026;1950;54719;1367;Banca seguros;Esmeraldas;Vigente;Liability;Joven;12;Esmeraldas;3;1;No;694;NEW-7601;KG81C3D4L4RD080WU;TGW1E8VP8D;Renault;Logan;2018;Utility;58250;PRV-NEW0094;Frenos Rojas;Taller;Babahoyo;20;Sí;236;307;11839
SIN-107602;POL-307602;ASE-201846;VEH-0307602;Vehículos;Responsabilidad Civil;15/6/2023;6/7/2023;4311;4429;0;Reserva;Latacunga;Latacunga;Reclamo de responsabilidad civil por daños causados a un tercero durante maniobra en Av. Galo Plaza. Ref. 182074.;Sí;PRV-NEW0098;Taller;101;264;21;3;No;No;Tercero;0;Vehículos;6/3/2023;5/3/2024;242;9615;240;Banca seguros;Latacunga;Vigente;Collision;Estándar;2;Latacunga;4;1;No;499;NEW-7602;XADVR3P0KVKRKCRJB;ZUK779KTX8;Volkswagen;Saveiro;2018;Sedan;11769;PRV-NEW0098;Reparaciones Aguilar;Taller;Ibarra;4;No;329;371;10002
SIN-107603;POL-307603;ASE-200067;VEH-0307603;Vehículos;Responsabilidad Civil;21/2/2025;27/2/2025;16498;14242;7038;Anticipo;Tulcan;Tulcan;Reclamo de responsabilidad civil por daños causados a un tercero durante maniobra en Av. Patria.;Sí;PRV-NEW0094;Taller;21;344;6;1;No;No;Tercero;0;Vehículos;31/1/2025;31/1/2026;1624;28334;708;Venta directa;Tulcan;Vigente;Liability;Estándar;7;Tulcan;4;2;No;561;NEW-7603;7AAPRN6DMZ0CTBMU7;K58DAB9W6R;Mercedes-Benz;Clase A;2024;SUV;33040;PRV-NEW0094;Frenos Rojas;Taller;Babahoyo;20;Sí;236;307;11839
SIN-107604;POL-307604;ASE-201850;VEH-0307604;Vehículos;Pérdida Total;16/12/2025;17/12/2025;19175;17105;2589;Pago Total;Ambato;Ambato;Vehículo declarado pérdida total tras choque frontal con tractomula en carretera a Ambato.;No;PRV-NEW0141;Taller;357;8;1;2;No;No;Compartido;0;Vehículos;24/12/2024;24/12/2025;1314;28940;723;App movil;Ambato;Vigente;Liability;Premium;10;Ambato;1;0;No;554;NEW-7604;JS99VL5ZSABU64X91;MGLHXVH4UA;Ford;Edge;2013;Pickup;29551;PRV-NEW0141;Reparaciones Mendoza;Taller;Salinas;18;Sí;81;289;13090
SIN-107605;POL-307605;ASE-203309;VEH-0307605;Vehículos;Choque;9/2/2026;7/3/2026;17805;16570;0;Pago Total;Machala;Machala;En la intersección de Av. Naciones Unidas con la rotonda del Tránsito otro conductor se pasó la señal de pare y colisionamos. Ref. 989466.;Sí;PRV-NEW0012;Taller;282;83;26;0;No;No;Asegurado;0;Vehículos;3/5/2025;3/5/2026;1360;32858;821;App movil;Machala;Vigente;Theft;Premium;7;Machala;1;3;No;674;NEW-7605;N5V699S05HDU3FPCH;YMUV7DKZ84;Hyundai;Accent;2018;Sport;40760;PRV-NEW0012;Servicentro Zambrano;Taller;Ibarra;19;No;213;425;6932
SIN-107606;POL-307606;ASE-204388;VEH-0307606;Vehículos;Choque;9/10/2023;24/10/2023;2274;2492;1595;Pago Total;Cuenca;Cuenca;Salía del parqueadero del Riocentro Sur cuando otro automotor en reversa golpeó mi lateral derecho. Ref. 114471.;Sí;PRV-NEW0065;Taller;278;87;15;4;No;No;Tercero;0;Vehículos;4/1/2023;4/1/2024;1386;35775;894;App movil;Cuenca;Vigente;Liability;Joven;2;Cuenca;3;1;No;750;NEW-7606;CVXZF4TGSZL7M850D;W3M0RA161B;Chevrolet;Spark;2011;Sport;39152;PRV-NEW0065;Taller Mendoza;Taller;Otavalo;4;No;166;582;12877
SIN-107607;POL-307607;ASE-201854;VEH-0307607;Vehículos;Pérdida Total;22/6/2025;18/7/2025;31921;27929;6429;Pago Parcial;Latacunga;Latacunga;Pérdida total del vehículo por accidente grave en la Av. Galo Plaza. Daños estructurales irreparables.;Sí;PRV-NEW0081;Perito;98;267;26;1;No;No;Tercero;0;Vehículos;16/3/2025;16/3/2026;2168;57940;1448;App movil;Latacunga;Vigente;Comprehensive;Estándar;1;Latacunga;3;0;No;521;NEW-7607;2JP2CR19BVHZK35W3;4X3K07EXZ6;Renault;Captur;2019;Sedan;50073;PRV-NEW0081;Perito Ing. Rodriguez;Perito;Loja;10;No;233;110;13471
SIN-107608;POL-307608;ASE-200036;VEH-0307608;Vehículos;Responsabilidad Civil;17/11/2024;28/11/2024;54347;51484;0;Reserva;Babahoyo;Babahoyo;Atropello a motociclista en la intersección de Av. de Las Américas con el peaje norte. Lesiones moderadas.;Sí;PRV-NEW0084;Taller;233;132;11;4;No;No;Tercero;0;Vehículos;29/3/2024;29/3/2025;3422;74846;1871;Venta directa;Babahoyo;Vigente;Collision;Joven;14;Babahoyo;1;0;Sí;633;NEW-7608;4MT1L7ZZK4A7JEBYB;3GM1XXMG70;Nissan;X-Trail;2012;Hatchback;75926;PRV-NEW0084;Body Shop Mero;Taller;Otavalo;13;No;218;462;13138
SIN-107609;POL-307609;ASE-200295;VEH-0307609;Vehículos;Choque;21/5/2025;31/5/2025;35476;37396;4849;Pago Parcial;Babahoyo;Babahoyo;Mi auto estaba estacionado en la calle Plaza Las Américas y al volver encontré daños evidentes en la puerta trasera. Ref. 625282.;Sí;PRV-NEW0043;Taller;105;260;10;2;No;No;Asegurado;0;Vehículos;5/2/2025;5/2/2026;1722;61877;1546;Banca seguros;Babahoyo;Vigente;Theft;Estándar;2;Babahoyo;1;0;No;722;NEW-7609;14NW6TN4KUNXJ7HHW;KC9N7CWPHF;Mercedes-Benz;GLC;2023;Pickup;54057;PRV-NEW0043;Mecanica Express Toala;Taller;Salinas;13;No;148;183;5725
SIN-107610;POL-307610;ASE-202564;VEH-0307610;Vehículos;Choque;22/7/2023;26/7/2023;4034;3458;1539;Pago Total;Riobamba;Riobamba;El vehículo asegurado fue impactado lateralmente por un sedan que perdió el control en el peaje sur debido a lluvia intensa.;Sí;PRV-NEW0129;Taller;150;215;4;3;No;No;Tercero;0;Vehículos;22/2/2023;22/2/2024;1271;23496;587;Venta directa;Riobamba;Vigente;Collision;Joven;1;Riobamba;3;1;No;641;NEW-7610;4SJ272ALCRGEXSNUZ;C1Z51T68TP;Mazda;Mazda 3;2010;Hatchback;21751;PRV-NEW0129;Frenos Toala;Taller;Guayaquil;13;No;202;185;8693
SIN-107611;POL-307611;ASE-204864;VEH-0307611;Vehículos;Daño;8/8/2023;24/8/2023;37796;34691;381;Liquidado;Machala;Machala;Daño en parabrisas por impacto de piedra mientras transitaba por Av. Amazonas. Ref. 835437.;Sí;PRV-NEW0031;Clínica;201;164;16;3;No;Sí;Tercero;0;Vehículos;19/1/2023;19/1/2024;3430;71343;1783;App movil;Machala;Vigente;Theft;Estándar;9;Machala;1;0;No;701;NEW-7611;19838THCNTC6VRKFX;UAHC50MT60;BMW;X3;2011;Sport;66877;PRV-NEW0031;Clínica La Salud;Clínica;Riobamba;2;No;50;482;7370
SIN-107612;POL-307612;ASE-201434;VEH-0307612;Vehículos;Choque;18/8/2024;15/9/2024;32321;35396;0;Liquidado;Tulcan;Tulcan;El vehículo asegurado fue impactado lateralmente por un taxi que perdió el control en la rotonda del Tránsito debido a tormenta eléctrica. Ref. 704831.;Sí;PRV-NEW0023;Taller;36;329;28;4;No;No;Tercero;1;Vehículos;13/7/2024;13/7/2025;1983;38573;964;Broker;Tulcan;Vigente;Theft;Estándar;18;Tulcan;4;1;No;483;NEW-7612;A0CMXX7M6YKRRZGRR;HBJJPUPZCB;Ford;Edge;2021;Sedan;39863;PRV-NEW0023;Mecanica Express Ortega;Taller;Esmeraldas;8;No;357;570;13001
SIN-107613;POL-307613;ASE-200592;VEH-0307613;Vehículos;Choque;3/3/2024;16/3/2024;58929;51858;39907;Liquidado;Riobamba;Riobamba;El vehículo asegurado fue impactado lateralmente por un furgoneta que perdió el control en la Universidad Central debido a tormenta eléctrica.;Sí;PRV-NEW0088;Taller;33;332;13;3;No;No;Tercero;1;Vehículos;30/1/2024;29/1/2025;1974;64147;1603;Broker;Riobamba;Vigente;Liability;Estándar;14;Riobamba;3;1;Sí;502;NEW-7613;41TJ5B4J2VJZ06KYD;EU6FU9BDKD;Honda;HR-V;2021;Sport;65342;PRV-NEW0088;Taller Cabrera;Taller;Guayaquil;12;No;197;365;11379
SIN-107614;POL-307614;ASE-203481;VEH-0307614;Vehículos;Responsabilidad Civil;9/11/2024;26/11/2024;1910;1835;0;Pago Total;Ambato;Ambato;Reclamo de responsabilidad civil por daños causados a un tercero durante maniobra en Av. Eloy Alfaro.;No;PRV-NEW0125;Taller;167;198;17;4;Sí;Sí;Asegurado;0;Vehículos;26/5/2024;26/5/2025;301;8822;220;Web;Ambato;Vigente;Collision;Estándar;1;Ambato;3;1;No;487;NEW-7614;SU0LFYH4SWD3F5CVV;PG3PGEF7ZR;Chevrolet;Aveo;2020;Crossover;8953;PRV-NEW0125;Body Shop Salazar;Taller;Riobamba;17;No;78;246;6503
SIN-107615;POL-307615;ASE-200972;VEH-0307615;Vehículos;Responsabilidad Civil;18/7/2025;10/8/2025;22477;22801;21660;Pago Parcial;Otavalo;Otavalo;Reclamo de responsabilidad civil por daños causados a un tercero durante maniobra en Av. Republica. Ref. 450218.;Sí;PRV-NEW0070;Taller;96;269;23;1;No;No;Asegurado;0;Vehículos;13/4/2025;13/4/2026;3344;61341;1533;Broker;Otavalo;Vigente;Theft;Joven;4;Otavalo;4;0;No;718;NEW-7615;38M4KV61D3XM06B0Z;K2JJ5HMJ05;Mazda;BT-50;2019;Crossover;58603;PRV-NEW0070;Mecanica Salazar;Taller;Loja;21;No;240;432;14420
SIN-107616;POL-307616;ASE-200114;VEH-0307616;Vehículos;Robo;20/3/2024;6/4/2024;19457;20601;0;Reserva;Portoviejo;Portoviejo;Reporto el robo total del vehículo. Lo dejé estacionado en el aeropuerto a las 23:30 horas y al regresar ya no estaba.;Sí;PRV-NEW0028;Taller;189;176;17;3;No;No;Tercero;0;Vehículos;13/9/2023;12/9/2024;2990;55054;1376;Banca seguros;Portoviejo;Vigente;Comprehensive;Premium;17;Portoviejo;1;0;No;504;NEW-7616;1MSJFBNPJ6H6KSAZX;CAR3EW38AJ;Suzuki;Swift;2014;Pickup;56207;PRV-NEW0028;Auto Service Salazar;Taller;Tulcan;18;No;203;265;12833
SIN-107617;POL-307617;ASE-200201;VEH-0307617;Vehículos;Choque;7/9/2025;22/9/2025;13435;12206;5108;Pago Parcial;Riobamba;Riobamba;Tras detenerme en la curva de el puente de Guápulo, una camioneta rojo no logró frenar a tiempo y me embistió.;Sí;PRV-NEW0088;Taller;176;189;15;1;No;No;Tercero;1;Vehículos;15/3/2025;15/3/2026;691;16666;416;Banca seguros;Riobamba;Vigente;Theft;Joven;6;Riobamba;3;0;No;330;NEW-7617;5SHULVVV80NJG79NA;W1LNJD2N5H;Honda;CR-V;2019;Utility;15590;PRV-NEW0088;Taller Cabrera;Taller;Guayaquil;12;No;197;365;11379
SIN-107618;POL-307618;ASE-203083;VEH-0307618;Vehículos;Responsabilidad Civil;9/12/2024;25/12/2024;11734;11520;335;Pago Total;Ambato;Ambato;Reclamo por afectación a vehículo de tercero en parqueadero del Mall del Sol.;No;PRV-NEW0099;Taller;149;216;16;4;No;No;Asegurado;1;Vehículos;13/7/2024;13/7/2025;2250;52428;1310;Web;Ambato;Vigente;Collision;Premium;19;Ambato;3;1;No;300;NEW-7618;D3YNSBPS85CKB5WNU;EXGYM7WBXX;Mazda;BT-50;2019;Sport;45730;PRV-NEW0099;Mecanica Express Castro;Taller;Latacunga;17;No;382;570;14040
SIN-107619;POL-307619;ASE-204058;VEH-0307619;Vehículos;Responsabilidad Civil;13/6/2025;11/7/2025;7472;7383;0;Cierre Sin Consecuencia;Latacunga;Latacunga;Reclamo de responsabilidad civil por daños causados a un tercero durante maniobra en Av. Eloy Alfaro.;Sí;PRV-NEW0014;Taller;210;155;28;1;No;No;Asegurado;0;Vehículos;15/11/2024;15/11/2025;374;10104;252;Broker;Latacunga;Vigente;Liability;Premium;16;Latacunga;2;2;No;674;NEW-7619;CD5P8KS1YR0840UCV;C38HEC1LEN;Chevrolet;Trailblazer;2024;Utility;9211;PRV-NEW0014;Mecanica Express Rojas;Taller;Otavalo;17;No;69;86;10419
SIN-107620;POL-307620;ASE-204156;VEH-0307620;Vehículos;Responsabilidad Civil;21/2/2024;4/3/2024;39907;35476;2585;Pago Total;Cuenca;Cuenca;Atropello a motociclista en la intersección de Av. Patria con el redondel del Atahualpa. Lesiones moderadas.;Sí;PRV-NEW0075;Perito;267;98;12;2;No;No;Tercero;0;Vehículos;30/5/2023;29/5/2024;1223;43197;1079;Web;Cuenca;Vigente;Liability;Estándar;13;Cuenca;3;0;No;694;NEW-7620;16W2K2CTPDJDH028W;U8NPW50T4L;Suzuki;Jimny;2019;SUV;48100;PRV-NEW0075;Perito Dr. Mendoza;Perito;Tena;23;No;126;215;10134
SIN-107621;POL-307621;ASE-204998;VEH-0307621;Vehículos;Choque;18/11/2024;6/12/2024;42674;43471;26976;Liquidado;Latacunga;Latacunga;El vehículo asegurado fue impactado lateralmente por un sedan que perdió el control en la Universidad Central debido a tormenta eléctrica.;No;PRV-NEW0012;Taller;166;199;18;1;No;No;Tercero;0;Vehículos;5/6/2024;5/6/2025;2891;49991;1249;Broker;Latacunga;Vigente;Comprehensive;Estándar;7;Latacunga;2;2;No;634;NEW-7621;457UP244L2S6LX437;SC91LU97ZT;Toyota;Hilux;2019;Utility;60882;PRV-NEW0012;Servicentro Zambrano;Taller;Ibarra;19;No;213;425;6932
SIN-107622;POL-307622;ASE-200784;VEH-0307622;Vehículos;Choque;9/8/2024;24/8/2024;22505;20525;0;Reserva;Ibarra;Ibarra;Mi auto estaba estacionado en la calle el CCI y al volver encontré daños evidentes en la trasera. Ref. 659442.;Sí;PRV-NEW0027;Taller;213;152;15;3;No;No;Asegurado;0;Vehículos;9/1/2024;8/1/2025;2068;60722;1518;Banca seguros;Ibarra;Vigente;Liability;Joven;8;Ibarra;3;0;No;822;NEW-7622;YGJMDEGC98C4M3NY9;YMSMUFYWLZ;Chevrolet;Sail;2009;Sedan;55040;PRV-NEW0027;Reparaciones Gomez;Taller;Salinas;17;Sí;370;460;14692
SIN-107623;POL-307623;ASE-200450;VEH-0307623;Vehículos;Robo;31/12/2023;14/1/2024;7199;6427;0;Reserva;Portoviejo;Portoviejo;Reporto el robo total del vehículo. Lo dejé estacionado en la rotonda del Tránsito a las 20:00 horas y al regresar ya no estaba.;No;PRV-NEW0124;Taller;147;218;14;3;No;No;Tercero;0;Vehículos;6/8/2023;5/8/2024;1192;22641;566;Broker;Portoviejo;Vigente;Theft;Estándar;19;Portoviejo;2;0;No;657;NEW-7623;TR0K1XAN27Z37V6LH;HLX2UYTMLF;Volkswagen;Tiguan;2017;SUV;22193;PRV-NEW0124;Body Shop Cordova;Taller;Tulcan;18;No;65;583;12944
SIN-107624;POL-307624;ASE-203903;VEH-0307624;Vehículos;Choque;10/9/2024;19/9/2024;37483;32006;0;Pago Total;Quito;Quito;Tras detenerme en la curva de el peaje norte, una camioneta verde no logró frenar a tiempo y me embistió.;No;PRV-NEW0102;Taller;338;27;9;0;No;No;Asegurado;0;Vehículos;8/10/2023;7/10/2024;1700;36410;910;Broker;Quito;Vigente;Theft;Joven;7;Quito;3;3;No;316;NEW-7624;FE23CU70A2B54FKX7;DYVKL8PCZ6;Mercedes-Benz;GLC;2008;Pickup;42962;PRV-NEW0102;Taller Yepez;Taller;Otavalo;19;No;399;143;6353
SIN-107625;POL-307625;ASE-204501;VEH-0307625;Vehículos;Robo;18/11/2024;6/12/2024;4740;4942;0;Reserva;Tulcan;Tulcan;Robo a mano armada en la intersección de Av. 9 de Octubre. Denuncia presentada en fiscalía el mismo día.;Sí;PRV-NEW0011;Taller;299;66;18;3;No;No;Asegurado;0;Vehículos;24/1/2024;23/1/2025;334;6073;151;Broker;Tulcan;Vigente;Liability;Estándar;13;Tulcan;4;1;No;385;NEW-7625;FH7VV5PZ53KM5VCAP;71S17U4PHH;Volkswagen;Polo;2015;Pickup;5591;PRV-NEW0011;Body Shop Gomez;Taller;Ibarra;3;No;364;328;14480
SIN-107626;POL-307626;ASE-202164;VEH-0307626;Vehículos;Pérdida Total;14/2/2025;13/3/2025;29039;27101;0;Pago Parcial;Ibarra;Ibarra;Volcamiento en curva de el túnel de San Roque con destrucción completa del vehículo. Ref. 113843.;Sí;PRV-NEW0053;Taller;260;105;27;3;No;No;Asegurado;1;Vehículos;30/5/2024;30/5/2025;2473;71625;1790;Venta directa;Ibarra;Vigente;Comprehensive;Estándar;19;Ibarra;4;0;No;364;NEW-7626;AGASA0DFTFBCGVUNJ;BDZSXBU4F5;Ford;Ranger;2013;Pickup;68395;PRV-NEW0053;Auto Service Lopez;Taller;Guayaquil;16;No;354;342;10039
SIN-107627;POL-307627;ASE-204055;VEH-0307627;Vehículos;Choque;8/10/2024;29/10/2024;21945;21700;0;Pago Total;Guayaquil;Guayaquil;Salía del parqueadero del torres Bicentenario cuando otro automotor en reversa golpeó mi lateral derecho.;Sí;PRV-NEW0147;Perito;157;208;21;3;No;No;Asegurado;0;Vehículos;4/5/2024;4/5/2025;1943;39111;977;Banca seguros;Guayaquil;Vigente;Liability;Premium;12;Guayaquil;3;0;No;691;NEW-7627;C7Y8ESHVT5VDDVT6J;L59S6KCEC7;Suzuki;Swift;2017;Pickup;34883;PRV-NEW0147;Perito Dr. Yepez;Perito;Quito;13;No;104;183;4238
SIN-107628;POL-307628;ASE-202463;VEH-0307628;Vehículos;Robo;13/12/2024;30/12/2024;19135;18207;0;Liquidado;Portoviejo;Portoviejo;Hurto del vehículo desde el parqueadero del Hotel Marriott. Cuento con video de cámaras de seguridad.;Sí;PRV-NEW0121;Clínica;114;251;17;2;No;No;Compartido;0;Vehículos;21/8/2024;21/8/2025;2207;63311;1582;Web;Portoviejo;Vigente;Theft;Joven;17;Portoviejo;3;3;No;843;NEW-7628;3PML0FLZYKNURR0YZ;3RTX9JN4HR;Mercedes-Benz;Clase A;2021;SUV;71009;PRV-NEW0121;Clínica La Lucia;Clínica;Loja;1;No;239;500;14582
SIN-107629;POL-307629;ASE-203971;VEH-0307629;Vehículos;Pérdida Total;14/6/2024;28/6/2024;9735;9797;3505;Pago Total;Santo Domingo;Santo Domingo;Vehículo declarado pérdida total tras choque frontal con tractomula en carretera a Santo Domingo.;Sí;PRV-NEW0051;Perito;17;348;14;4;No;No;Compartido;0;Vehículos;28/5/2024;28/5/2025;3689;69919;1747;Venta directa;Santo Domingo;Vigente;Collision;Premium;6;Santo Domingo;2;3;No;376;NEW-7629;F23829VK9XABN4VBU;62HXE9ATYA;Volkswagen;Tiguan;2009;Crossover;62574;PRV-NEW0051;Perito Ing. Vargas;Perito;Manta;1;No;283;526;7059
SIN-107630;POL-307630;ASE-204981;VEH-0307630;Vehículos;Choque;16/4/2025;26/4/2025;12951;12846;11245;Pago Total;Manta;Manta;Mientras realizaba un cambio de carril en la Av. Quito, un SUV en mi punto ciego impactó mi puerta lateral izquierdo.;Sí;PRV-NEW0129;Taller;201;164;10;2;No;No;Compartido;0;Vehículos;27/9/2024;27/9/2025;1422;43467;1086;Banca seguros;Manta;Vigente;Theft;Estándar;3;Manta;4;2;No;511;NEW-7630;4ERGZNNFNUG2BUL08;2CT9AC7NCB;Kia;Cerato;2011;Sedan;43061;PRV-NEW0129;Frenos Toala;Taller;Guayaquil;13;No;202;185;8693
SIN-107631;POL-307631;ASE-203945;VEH-0307631;Vehículos;Choque;12/10/2023;24/10/2023;7785;7784;1530;Pago Total;Cuenca;Cuenca;Salía del parqueadero del torres Bicentenario cuando otro automotor en reversa golpeó mi maletero. Ref. 659724.;Sí;PRV-NEW0048;Taller;45;320;12;0;No;No;Tercero;0;Vehículos;28/8/2023;27/8/2024;2276;49377;1234;App movil;Cuenca;Vigente;Theft;Premium;2;Cuenca;2;2;No;633;NEW-7631;57U38HC7X8TJEESFP;HVWTR8UX18;Nissan;Versa;2016;SUV;47921;PRV-NEW0048;Pinturas Auto Ponce;Taller;Loja;6;No;200;331;4777
SIN-107632;POL-307632;ASE-201428;VEH-0307632;Vehículos;Daño;22/11/2023;4/12/2023;3484;3384;0;Reserva;Santo Domingo;Santo Domingo;Inundación parcial del vehículo durante temporal en Santo Domingo. Motor afectado.;Sí;PRV-NEW0037;Taller;96;269;12;4;No;No;Tercero;0;Vehículos;18/8/2023;17/8/2024;181;7192;179;Broker;Santo Domingo;Vigente;Collision;Premium;11;Santo Domingo;4;3;No;365;NEW-7632;TVWR56DTDXK2W76DN;EUMCE7ZUWR;Kia;Carnival;2014;Utility;6520;PRV-NEW0037;Mecanica Express Ortega;Taller;Portoviejo;23;No;288;589;9341
SIN-107633;POL-307633;ASE-200564;VEH-0307633;Vehículos;Pérdida Total;24/3/2024;20/4/2024;4313;4377;0;Reserva;Tena;Tena;Volcamiento en curva de el estadio Olímpico con destrucción completa del vehículo. Ref. 714023.;No;PRV-NEW0004;Taller;331;34;27;0;No;No;Tercero;0;Vehículos;28/4/2023;27/4/2024;373;7050;176;Broker;Tena;Vigente;Collision;Premium;16;Tena;2;2;No;650;NEW-7633;5KUUG1SMR1KY0S4ZY;HZVHH79RZ8;Toyota;Hilux;2016;Hatchback;6000;PRV-NEW0004;Pinturas Auto Rojas;Taller;Cuenca;24;Sí;396;311;6705
SIN-107634;POL-307634;ASE-202195;VEH-0307634;Vehículos;Choque;19/4/2024;30/4/2024;22968;22300;0;Cierre Sin Consecuencia;Machala;Machala;En la intersección de Av. Quito con el estadio Olímpico otro conductor se pasó la señal de pare y colisionamos. Ref. 712616.;Sí;PRV-NEW0044;Taller;12;353;11;3;No;No;Tercero;0;Vehículos;7/4/2024;7/4/2025;1507;26136;653;Banca seguros;Machala;Vigente;Theft;Premium;4;Machala;1;3;Sí;585;NEW-7634;PSJ3748LU86RP5TR7;ZHD8XHCE49;Renault;Captur;2023;Sport;32623;PRV-NEW0044;Mecanica Express Yepez;Taller;Santo Domingo;10;No;124;438;10398
SIN-107635;POL-307635;ASE-203214;VEH-0307635;Vehículos;Responsabilidad Civil;28/6/2025;17/7/2025;30274;29247;16953;Pago Parcial;Tena;Tena;Reclamo de responsabilidad civil por daños causados a un tercero durante maniobra en Av. Galo Plaza.;Sí;PRV-NEW0099;Taller;283;82;19;4;No;No;Tercero;0;Vehículos;18/9/2024;18/9/2025;1641;30182;754;App movil;Tena;Vigente;Comprehensive;Premium;8;Tena;1;2;Sí;378;NEW-7635;GC0MY1U4TL1U6KBXK;0047N434KB;Nissan;Versa;2010;Hatchback;37604;PRV-NEW0099;Mecanica Express Castro;Taller;Latacunga;17;No;382;570;14040
